business_id,business_name,category,quarter,count,rating,quarter123
sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,American (Traditional),12-Jul,47,3.9,1-Jul-12
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),12-Jul,40,4.2,1-Jul-12
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),12-Jul,22,2.9,1-Jul-12
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),12-Jul,61,4,1-Jul-12
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),12-Jul,24,3.2,1-Jul-12
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),12-Jul,26,3.1,1-Jul-12
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,American (Traditional),12-Jul,28,3.3,1-Jul-12
qqs7LP4TXAoOrSlaKRfz3A,DW Bistro,American (Traditional),12-Jul,41,4.4,1-Jul-12
3kdSl5mo9dWC4clrQjEDGg,Egg & I,American (Traditional),12-Jul,32,4.2,1-Jul-12
PXShA3JZMXr2mEH3on5clw,Egg Works,American (Traditional),12-Jul,19,3.5,1-Jul-12
a0v7Si0DK4cIko7AQY4YXg,Egg Works,American (Traditional),12-Jul,16,3.1,1-Jul-12
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,American (Traditional),12-Jul,51,3.9,1-Jul-12
fHM09_y3QX3n4a_bIFbk_w,Grand Lux Cafe,American (Traditional),12-Jul,30,3.8,1-Jul-12
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,American (Traditional),12-Jul,66,3.8,1-Jul-12
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),12-Jul,35,3.2,1-Jul-12
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),12-Jul,16,3,1-Jul-12
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,American (Traditional),12-Jul,92,3.8,1-Jul-12
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,American (Traditional),12-Jul,35,2.7,1-Jul-12
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,American (Traditional),12-Jul,53,4.3,1-Jul-12
DbEszO3wk1xVmN3pCPob2g,Jamms Restaurant,American (Traditional),12-Jul,11,4,1-Jul-12
rTS8LsUmNIiXsXydE49tPA,Margaritaville,American (Traditional),12-Jul,30,3.6,1-Jul-12
GI-CAiZ_Gg3h21PwrANB4Q,Mastro's Ocean Club,American (Traditional),12-Jul,43,4.7,1-Jul-12
#NAME?,MGM Grand Buffet,American (Traditional),12-Jul,11,2.4,1-Jul-12
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),12-Jul,20,3,1-Jul-12
Qc0l8rZ3nvrcERitgxu8XA,Omelet House,American (Traditional),12-Jul,21,4.2,1-Jul-12
C9ImzBi5fn742ZcAYDww2A,Rise & Shine - A Steak & Egg Place,American (Traditional),12-Jul,29,4.2,1-Jul-12
eoHdUeQDNgQ6WYEnP2aiRw,Serendipity 3,American (Traditional),12-Jul,128,2.9,1-Jul-12
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,American (Traditional),12-Jul,37,4.1,1-Jul-12
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,American (Traditional),12-Jul,45,3.9,1-Jul-12
R_ZlcX46pPdjhjmfd043LA,Top of the World,American (Traditional),12-Jul,22,3.9,1-Jul-12
A5Rkh7UymKm0_Rxm9K2PJw,Yard House,American (Traditional),12-Jul,20,3.6,1-Jul-12
sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,American (Traditional),13-Jul,63,4.1,1-Jul-13
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),13-Jul,34,4.2,1-Jul-13
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),13-Jul,26,3.3,1-Jul-13
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),13-Jul,84,3.5,1-Jul-13
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),13-Jul,25,3.1,1-Jul-13
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),13-Jul,26,3.3,1-Jul-13
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,American (Traditional),13-Jul,41,3.2,1-Jul-13
qqs7LP4TXAoOrSlaKRfz3A,DW Bistro,American (Traditional),13-Jul,49,4.3,1-Jul-13
3kdSl5mo9dWC4clrQjEDGg,Egg & I,American (Traditional),13-Jul,37,4,1-Jul-13
PXShA3JZMXr2mEH3on5clw,Egg Works,American (Traditional),13-Jul,17,4.2,1-Jul-13
a0v7Si0DK4cIko7AQY4YXg,Egg Works,American (Traditional),13-Jul,15,4.3,1-Jul-13
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,American (Traditional),13-Jul,52,3.7,1-Jul-13
cYwJA2A6I12KNkm2rtXd5g,Gordon Ramsay BurGR,American (Traditional),13-Jul,374,3.8,1-Jul-13
fHM09_y3QX3n4a_bIFbk_w,Grand Lux Cafe,American (Traditional),13-Jul,32,3.9,1-Jul-13
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,American (Traditional),13-Jul,87,3.9,1-Jul-13
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),13-Jul,24,3.2,1-Jul-13
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),13-Jul,24,3.2,1-Jul-13
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,American (Traditional),13-Jul,110,3.8,1-Jul-13
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,American (Traditional),13-Jul,37,2.6,1-Jul-13
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,American (Traditional),13-Jul,42,4.2,1-Jul-13
DbEszO3wk1xVmN3pCPob2g,Jamms Restaurant,American (Traditional),13-Jul,27,4.2,1-Jul-13
rTS8LsUmNIiXsXydE49tPA,Margaritaville,American (Traditional),13-Jul,44,3.8,1-Jul-13
GI-CAiZ_Gg3h21PwrANB4Q,Mastro's Ocean Club,American (Traditional),13-Jul,37,4.2,1-Jul-13
#NAME?,MGM Grand Buffet,American (Traditional),13-Jul,24,3.2,1-Jul-13
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),13-Jul,18,2.8,1-Jul-13
Qc0l8rZ3nvrcERitgxu8XA,Omelet House,American (Traditional),13-Jul,21,4.4,1-Jul-13
C9ImzBi5fn742ZcAYDww2A,Rise & Shine - A Steak & Egg Place,American (Traditional),13-Jul,36,4.3,1-Jul-13
eoHdUeQDNgQ6WYEnP2aiRw,Serendipity 3,American (Traditional),13-Jul,150,2.8,1-Jul-13
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,American (Traditional),13-Jul,28,4.1,1-Jul-13
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,American (Traditional),13-Jul,69,3.9,1-Jul-13
R_ZlcX46pPdjhjmfd043LA,Top of the World,American (Traditional),13-Jul,27,3.6,1-Jul-13
A5Rkh7UymKm0_Rxm9K2PJw,Yard House,American (Traditional),13-Jul,31,4,1-Jul-13
sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,American (Traditional),14-Jul,57,4.2,1-Jul-14
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),14-Jul,49,4,1-Jul-14
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),14-Jul,33,2.5,1-Jul-14
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),14-Jul,67,3.6,1-Jul-14
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),14-Jul,91,4,1-Jul-14
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),14-Jul,86,3.6,1-Jul-14
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),14-Jul,29,3.6,1-Jul-14
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),14-Jul,35,3.1,1-Jul-14
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,American (Traditional),14-Jul,46,3.4,1-Jul-14
qqs7LP4TXAoOrSlaKRfz3A,DW Bistro,American (Traditional),14-Jul,45,4.3,1-Jul-14
3kdSl5mo9dWC4clrQjEDGg,Egg & I,American (Traditional),14-Jul,103,4.4,1-Jul-14
PXShA3JZMXr2mEH3on5clw,Egg Works,American (Traditional),14-Jul,77,4.6,1-Jul-14
a0v7Si0DK4cIko7AQY4YXg,Egg Works,American (Traditional),14-Jul,68,4.3,1-Jul-14
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,American (Traditional),14-Jul,66,3.9,1-Jul-14
cYwJA2A6I12KNkm2rtXd5g,Gordon Ramsay BurGR,American (Traditional),14-Jul,390,3.9,1-Jul-14
fHM09_y3QX3n4a_bIFbk_w,Grand Lux Cafe,American (Traditional),14-Jul,25,3.4,1-Jul-14
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,American (Traditional),14-Jul,77,4.1,1-Jul-14
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,American (Traditional),14-Jul,246,3.7,1-Jul-14
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),14-Jul,41,2.8,1-Jul-14
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),14-Jul,26,4,1-Jul-14
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,American (Traditional),14-Jul,143,3.8,1-Jul-14
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,American (Traditional),14-Jul,57,2.5,1-Jul-14
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,American (Traditional),14-Jul,37,4.3,1-Jul-14
DbEszO3wk1xVmN3pCPob2g,Jamms Restaurant,American (Traditional),14-Jul,23,3.7,1-Jul-14
rTS8LsUmNIiXsXydE49tPA,Margaritaville,American (Traditional),14-Jul,60,3.6,1-Jul-14
GI-CAiZ_Gg3h21PwrANB4Q,Mastro's Ocean Club,American (Traditional),14-Jul,49,4.4,1-Jul-14
#NAME?,MGM Grand Buffet,American (Traditional),14-Jul,37,2.6,1-Jul-14
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),14-Jul,19,3.5,1-Jul-14
Qc0l8rZ3nvrcERitgxu8XA,Omelet House,American (Traditional),14-Jul,46,4.4,1-Jul-14
C9ImzBi5fn742ZcAYDww2A,Rise & Shine - A Steak & Egg Place,American (Traditional),14-Jul,52,4.5,1-Jul-14
eoHdUeQDNgQ6WYEnP2aiRw,Serendipity 3,American (Traditional),14-Jul,200,2.8,1-Jul-14
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,American (Traditional),14-Jul,37,4.3,1-Jul-14
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,American (Traditional),14-Jul,104,3.8,1-Jul-14
R_ZlcX46pPdjhjmfd043LA,Top of the World,American (Traditional),14-Jul,42,3.8,1-Jul-14
A5Rkh7UymKm0_Rxm9K2PJw,Yard House,American (Traditional),14-Jul,36,3.9,1-Jul-14
sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,American (Traditional),15-Jul,63,4.3,1-Jul-15
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),15-Jul,45,4.1,1-Jul-15
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),15-Jul,45,2.6,1-Jul-15
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),15-Jul,62,3.7,1-Jul-15
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),15-Jul,65,4,1-Jul-15
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),15-Jul,64,3.7,1-Jul-15
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),15-Jul,35,3,1-Jul-15
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),15-Jul,34,2.9,1-Jul-15
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,American (Traditional),15-Jul,63,3.3,1-Jul-15
qqs7LP4TXAoOrSlaKRfz3A,DW Bistro,American (Traditional),15-Jul,46,4.5,1-Jul-15
3kdSl5mo9dWC4clrQjEDGg,Egg & I,American (Traditional),15-Jul,178,4.6,1-Jul-15
PXShA3JZMXr2mEH3on5clw,Egg Works,American (Traditional),15-Jul,106,4.4,1-Jul-15
a0v7Si0DK4cIko7AQY4YXg,Egg Works,American (Traditional),15-Jul,49,4.4,1-Jul-15
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,American (Traditional),15-Jul,99,3.8,1-Jul-15
cYwJA2A6I12KNkm2rtXd5g,Gordon Ramsay BurGR,American (Traditional),15-Jul,353,4,1-Jul-15
fHM09_y3QX3n4a_bIFbk_w,Grand Lux Cafe,American (Traditional),15-Jul,26,3.9,1-Jul-15
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,American (Traditional),15-Jul,100,3.7,1-Jul-15
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,American (Traditional),15-Jul,205,3.4,1-Jul-15
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),15-Jul,40,3.5,1-Jul-15
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),15-Jul,69,4.6,1-Jul-15
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,American (Traditional),15-Jul,89,4,1-Jul-15
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,American (Traditional),15-Jul,68,2,1-Jul-15
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,American (Traditional),15-Jul,40,4.1,1-Jul-15
DbEszO3wk1xVmN3pCPob2g,Jamms Restaurant,American (Traditional),15-Jul,35,4.3,1-Jul-15
rTS8LsUmNIiXsXydE49tPA,Margaritaville,American (Traditional),15-Jul,57,3.7,1-Jul-15
GI-CAiZ_Gg3h21PwrANB4Q,Mastro's Ocean Club,American (Traditional),15-Jul,56,4.3,1-Jul-15
#NAME?,MGM Grand Buffet,American (Traditional),15-Jul,44,3,1-Jul-15
mDR12Hafvr84ctpsV6YLag,Mr Mamas,American (Traditional),15-Jul,174,4.7,1-Jul-15
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),15-Jul,31,3.3,1-Jul-15
Qc0l8rZ3nvrcERitgxu8XA,Omelet House,American (Traditional),15-Jul,45,4.2,1-Jul-15
C9ImzBi5fn742ZcAYDww2A,Rise & Shine - A Steak & Egg Place,American (Traditional),15-Jul,72,4,1-Jul-15
eoHdUeQDNgQ6WYEnP2aiRw,Serendipity 3,American (Traditional),15-Jul,141,3.1,1-Jul-15
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,American (Traditional),15-Jul,37,3.9,1-Jul-15
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,American (Traditional),15-Jul,123,4.2,1-Jul-15
R_ZlcX46pPdjhjmfd043LA,Top of the World,American (Traditional),15-Jul,49,3.7,1-Jul-15
A5Rkh7UymKm0_Rxm9K2PJw,Yard House,American (Traditional),15-Jul,67,3.9,1-Jul-15
sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,American (Traditional),16-Jul,44,4,1-Jul-16
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),16-Jul,29,4.6,1-Jul-16
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),16-Jul,52,2.6,1-Jul-16
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),16-Jul,60,4.2,1-Jul-16
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),16-Jul,72,4.3,1-Jul-16
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),16-Jul,45,3.6,1-Jul-16
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),16-Jul,31,3.6,1-Jul-16
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),16-Jul,18,3.1,1-Jul-16
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,American (Traditional),16-Jul,45,2.3,1-Jul-16
qqs7LP4TXAoOrSlaKRfz3A,DW Bistro,American (Traditional),16-Jul,38,4.3,1-Jul-16
3kdSl5mo9dWC4clrQjEDGg,Egg & I,American (Traditional),16-Jul,89,4.6,1-Jul-16
PXShA3JZMXr2mEH3on5clw,Egg Works,American (Traditional),16-Jul,20,4,1-Jul-16
a0v7Si0DK4cIko7AQY4YXg,Egg Works,American (Traditional),16-Jul,52,4.6,1-Jul-16
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,American (Traditional),16-Jul,61,3.8,1-Jul-16
cYwJA2A6I12KNkm2rtXd5g,Gordon Ramsay BurGR,American (Traditional),16-Jul,352,3.9,1-Jul-16
fHM09_y3QX3n4a_bIFbk_w,Grand Lux Cafe,American (Traditional),16-Jul,37,4,1-Jul-16
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,American (Traditional),16-Jul,73,3.8,1-Jul-16
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,American (Traditional),16-Jul,184,3.4,1-Jul-16
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),16-Jul,25,3.6,1-Jul-16
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),16-Jul,58,4.2,1-Jul-16
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,American (Traditional),16-Jul,88,4,1-Jul-16
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,American (Traditional),16-Jul,62,2.2,1-Jul-16
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,American (Traditional),16-Jul,50,4.1,1-Jul-16
DbEszO3wk1xVmN3pCPob2g,Jamms Restaurant,American (Traditional),16-Jul,84,4.6,1-Jul-16
rTS8LsUmNIiXsXydE49tPA,Margaritaville,American (Traditional),16-Jul,45,3.3,1-Jul-16
GI-CAiZ_Gg3h21PwrANB4Q,Mastro's Ocean Club,American (Traditional),16-Jul,38,4.3,1-Jul-16
#NAME?,MGM Grand Buffet,American (Traditional),16-Jul,45,2.6,1-Jul-16
mDR12Hafvr84ctpsV6YLag,Mr Mamas,American (Traditional),16-Jul,67,4.1,1-Jul-16
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),16-Jul,23,3,1-Jul-16
Qc0l8rZ3nvrcERitgxu8XA,Omelet House,American (Traditional),16-Jul,51,4.5,1-Jul-16
C9ImzBi5fn742ZcAYDww2A,Rise & Shine - A Steak & Egg Place,American (Traditional),16-Jul,54,4.4,1-Jul-16
eoHdUeQDNgQ6WYEnP2aiRw,Serendipity 3,American (Traditional),16-Jul,126,2.8,1-Jul-16
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,American (Traditional),16-Jul,26,4.1,1-Jul-16
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,American (Traditional),16-Jul,111,3.8,1-Jul-16
R_ZlcX46pPdjhjmfd043LA,Top of the World,American (Traditional),16-Jul,35,4,1-Jul-16
A5Rkh7UymKm0_Rxm9K2PJw,Yard House,American (Traditional),16-Jul,34,4.1,1-Jul-16
sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,American (Traditional),17-Jul,13,4.5,1-Jul-17
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),17-Jul,16,4,1-Jul-17
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),17-Jul,20,2.2,1-Jul-17
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),17-Jul,33,3.8,1-Jul-17
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),17-Jul,24,4.5,1-Jul-17
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),17-Jul,12,3.1,1-Jul-17
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),17-Jul,9,3,1-Jul-17
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),17-Jul,6,3,1-Jul-17
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,American (Traditional),17-Jul,10,2.4,1-Jul-17
qqs7LP4TXAoOrSlaKRfz3A,DW Bistro,American (Traditional),17-Jul,15,4.3,1-Jul-17
3kdSl5mo9dWC4clrQjEDGg,Egg & I,American (Traditional),17-Jul,45,4.7,1-Jul-17
PXShA3JZMXr2mEH3on5clw,Egg Works,American (Traditional),17-Jul,16,4.6,1-Jul-17
a0v7Si0DK4cIko7AQY4YXg,Egg Works,American (Traditional),17-Jul,13,4.2,1-Jul-17
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,American (Traditional),17-Jul,20,3.5,1-Jul-17
fHM09_y3QX3n4a_bIFbk_w,Grand Lux Cafe,American (Traditional),17-Jul,9,3.6,1-Jul-17
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,American (Traditional),17-Jul,29,4,1-Jul-17
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,American (Traditional),17-Jul,57,3.2,1-Jul-17
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),17-Jul,9,3.3,1-Jul-17
y7Js-07RF8d3N_AEtaw2VQ,Heart Attack Grill,American (Traditional),17-Jul,24,4.6,1-Jul-17
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,American (Traditional),17-Jul,25,4.1,1-Jul-17
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,American (Traditional),17-Jul,17,1.6,1-Jul-17
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,American (Traditional),17-Jul,11,3.5,1-Jul-17
DbEszO3wk1xVmN3pCPob2g,Jamms Restaurant,American (Traditional),17-Jul,9,4.9,1-Jul-17
rTS8LsUmNIiXsXydE49tPA,Margaritaville,American (Traditional),17-Jul,18,3.2,1-Jul-17
GI-CAiZ_Gg3h21PwrANB4Q,Mastro's Ocean Club,American (Traditional),17-Jul,11,4.6,1-Jul-17
#NAME?,MGM Grand Buffet,American (Traditional),17-Jul,20,2.8,1-Jul-17
mDR12Hafvr84ctpsV6YLag,Mr Mamas,American (Traditional),17-Jul,43,4.5,1-Jul-17
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),17-Jul,7,3.1,1-Jul-17
Qc0l8rZ3nvrcERitgxu8XA,Omelet House,American (Traditional),17-Jul,16,4.3,1-Jul-17
C9ImzBi5fn742ZcAYDww2A,Rise & Shine - A Steak & Egg Place,American (Traditional),17-Jul,15,4.7,1-Jul-17
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,American (Traditional),17-Jul,9,3.8,1-Jul-17
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,American (Traditional),17-Jul,48,4.1,1-Jul-17
R_ZlcX46pPdjhjmfd043LA,Top of the World,American (Traditional),17-Jul,17,3.8,1-Jul-17
A5Rkh7UymKm0_Rxm9K2PJw,Yard House,American (Traditional),17-Jul,10,4.9,1-Jul-17
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),5-Oct,1,4,1-Oct-05
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),5-Oct,2,4,1-Oct-05
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,American (Traditional),5-Oct,1,5,1-Oct-05
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),6-Oct,5,4.2,1-Oct-06
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),6-Oct,1,2,1-Oct-06
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),6-Oct,1,5,1-Oct-06
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,American (Traditional),6-Oct,1,5,1-Oct-06
3kdSl5mo9dWC4clrQjEDGg,Egg & I,American (Traditional),6-Oct,1,5,1-Oct-06
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,American (Traditional),6-Oct,1,5,1-Oct-06
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,American (Traditional),6-Oct,4,4,1-Oct-06
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,American (Traditional),6-Oct,1,5,1-Oct-06
rTS8LsUmNIiXsXydE49tPA,Margaritaville,American (Traditional),6-Oct,1,2,1-Oct-06
#NAME?,MGM Grand Buffet,American (Traditional),6-Oct,6,2,1-Oct-06
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),6-Oct,1,3,1-Oct-06
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,American (Traditional),6-Oct,4,4,1-Oct-06
R_ZlcX46pPdjhjmfd043LA,Top of the World,American (Traditional),6-Oct,1,5,1-Oct-06
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7-Oct,5,3.6,1-Oct-07
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7-Oct,21,3.6,1-Oct-07
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7-Oct,1,3,1-Oct-07
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),7-Oct,3,4,1-Oct-07
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,American (Traditional),7-Oct,5,3.2,1-Oct-07
3kdSl5mo9dWC4clrQjEDGg,Egg & I,American (Traditional),7-Oct,1,4,1-Oct-07
EAwh1OmG6t6p3nRaZOW_AA,Ellis Island Casino & Brewery,American (Traditional),7-Oct,5,3.6,1-Oct-07
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,American (Traditional),7-Oct,10,4.2,1-Oct-07
4GXII-GU7S0ZyU6ElkhscQ,Hooters Casino Hotel,American (Traditional),7-Oct,6,2,1-Oct-07
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,American (Traditional),7-Oct,3,4,1-Oct-07
DbEszO3wk1xVmN3pCPob2g,Jamms Restaurant,American (Traditional),7-Oct,2,3,1-Oct-07
rTS8LsUmNIiXsXydE49tPA,Margaritaville,American (Traditional),7-Oct,5,3.8,1-Oct-07
#NAME?,MGM Grand Buffet,American (Traditional),7-Oct,2,3,1-Oct-07
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,American (Traditional),7-Oct,1,3,1-Oct-07
LwQB9H3jZ9wTk24Lr-AnZQ,Spago by Wolfgang Puck,American (Traditional),7-Oct,4,3.8,1-Oct-07
